Brand,Product Name,Product Details,Product Price,Product Description,Discount,MRP,Stars,Total Ratings,Total Reviews
HP,AMD Ryzen 7 Octa Core 5700U     , (16 GB/512 GB SSD/Windows 11 Home) 15s,44122,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,55,64235,4.25,"5,393",292
ASUS,Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U  , (8 GB/512 GB SSD/Windows 11 Home) E1504FA,32800,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,35,50990,3.9293,293,28
Acer,One Intel Core i3 11th Gen 1115G4    , (8 GB/512 GB SSD/Windows 11 Home) AO 14 Z 8,28990,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Warranty,15,43999,4197,197,10
Lenovo,LOQ AMD Ryzen 5 Quad Core 7235HS    , (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,67490,AMD Ryzen 5 Quad Core Processor24 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1Yr Warranty and 1 Yr Accidental Damage Protection,38,82690,4.339,39,2
MSI,Cyborg 15 AI PC Intel Core Ultra 5 125H  , (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,96990,Intel Core Ultra 5 Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,20,111990,4.25,"5,105",508
Lenovo,IdeaPad Flex 5 Intel Core i3 13th Gen 1315U  , (8 GB/512 GB SSD/Windows 11 Home) 14IRU8 2 in 1 L...,52100,Intel Core i3 Processor (13th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD90.32 cm (35.56 cm) Touchscreen Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,16,83890,4.543,43,3
ASUS,Vivobook 15 Intel Core i5 12th Gen 1235U   , (16 GB/512 GB SSD/Windows 11 Home) X1502ZA,51990,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,25,74990,4.343,430,28
Acer,Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U  , (16 GB/512 GB SSD/Windows 11 Home) A325,39990,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,12,74990,4.33,"3,102",233
Lenovo,V14 Intel Core i5 12th Gen 1235U    , (8 GB/512 GB SSD/Windows 11 Home) V14 ITL G2 Thin and Light ...,39400,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayN/A1 Year Carry In To SERVICE CENTER WARRANTY,16,66470,3.98,8,1
ASUS,"Vivobook 15, with Backlit Keyboard, Intel Core i5 13th Gen 1335U", (8 GB/512 GB SSD/Windows 11 Ho...,54990,Intel Core i5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,36,74990,4.655,55,7
ASUS,Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U  , (8 GB/512 GB SSD/Windows 11 Home) E1404FA,33990,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,35,50990,4.11,"1,924",130
Lenovo,Yoga 7 WUXGA        ,OLED Intel Core i7 13th Gen 1360P ,99208,Intel Core i7 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD35.56 cm (14 inch) Touchscreen Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,38,162290,4.244,44,7
Lenovo,IdeaPad Slim 3 Backlit Intel Core i5 12th Gen 12450H , (16 GB/512 GB SSD/Windows 11 Home) 15IAH...,53499,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Yr. Onsite + 1 Yr. Accidental Damage Protection,55,75000,4.129,29,2
HP,AMD Ryzen 5 Hexa Core 5500U     , (16 GB/512 GB SSD/Windows 11 Home) 15s,42990,"AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2021 Home & Student, HP Documentation, HP BIOS recovery, HP Smart1 Year Onsite Warranty",12,59109,3.717,17,0
MSI,Cyborg 15 AI PC Intel Core Ultra 7 155H  , (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,113290,Intel Core Ultra 7 Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,41,129990,4.3101,101,13
MSI,Cyborg 15 Intel Core i5 12th Gen 12450H   , (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,52990,Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,19,89990,3.844,44,1
Acer,Aspire 3 Backlit Intel Core i5 12th Gen 1235U  , (8 GB/512 GB SSD/Windows 11 Home) A324,38990,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Domestic Warranty,43,53000,4.3181,181,16
Lenovo,AMD Ryzen 3 Octa Core      , (8 GB/512 GB SSD/Windows 11 Home) G4 82YTA00XIN Laptop,26990,AMD Ryzen 3 Octa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Display12 MONTHS,28,65667,4.3195,195,6
MSI,Katana 15 Intel Core i7 13th Gen 13620H   , (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,76590,Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,40,154990,4.86,6,1
MSI,Cyborg 15 Intel Core i5 12th Gen 12450H   , (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,63990,Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,50,94990,4.324,24,1
Lenovo,IdeaPad Pro 5 2.8K OLED AI PC Intel Core Ultra 9, (32 GB/1 TB SSD/Windows 11 Home) 14IMH9...,106990,Intel Core Ultra 9 Processor32 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD35.56 cm (14 Inch) Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,14,146890,4.22,"2,251",230
HP,14s Intel Core i3 12th Gen 1215U    , (8 GB/512 GB SSD/Windows 11 Home) 14s ,36980,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,38,51265,4.43,"3,044",330
ASUS,ExpertBook B14 Intel Core i3 12th Gen 1215U   , (8 GB/512 GB SSD/Windows 11 Home) B1402CBA,36990,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,31,50990,3.73,3,0
Acer,Aspire 3 Intel Core i7 12th Gen 1255U   , (16 GB/1 TB SSD/Windows 11 Home) A324,50990,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Domestic Warranty,24,68000,4.42,"2,766",310
MSI,Thin 15 Intel Core i5 13th Gen 13420H   , (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,81690,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,11,94990,3.72,"2,077",180
MSI,Thin A15 AMD Ryzen 5 Hexa Core 7535HS   , (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,59990,AMD Ryzen 5 Hexa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,31,78990,4.2289,289,49
DELL,Intel Core i3 12th Gen 1215U     , (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and ...,33470,"Processor: Intel i3-1215U (Base- 0.9 GHz & Turbo up to 4.40 GHz) 6 CoresRAM & Storage: 8GB DDR4 & 512GB SSDGraphics & Keyboard: Integrated & Standard KeyboardDisplay: 15.6"" FHD WVA AG 120Hz 250 nits Narrow BorderIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD96.52 cm (38 cm) Display1 Year Onsite Hardware Service",35,47869,4.2542,542,45
ASUS,Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U , (8 GB/512 GB SSD/Windows 11 Home) E1504FA,41990,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,34,61990,4.21,"1,022",60
MSI,Sword 16 HX Intel Core i7 14th Gen 14700HX  , (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,134790,Intel Core i7 Processor (14th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display2 Year Onsite Warranty,18,151990,4.1429,429,29
MSI,Cyborg 15 AI PC Intel Core Ultra 5 125H  , (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,96990,Intel Core Ultra 5 Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,13,111990,4.3297,297,34
MSI,Modern 15 AMD Ryzen 5 Hexa Core 7530U   , (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M,33990,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,37,62990,3.844,44,1
ASUS,Chromebook Intel Celeron Dual Core N4500     , (4 GB/128 GB EMMC Storage/Chrome OS) CX1500CKA,17990,Intel Celeron Dual Core Processor4 GB LPDDR4X RAMChrome Operating System39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,30,32990,3.98,8,1
Infinix,Y4 Max Series Intel Core i5 13th Gen 1335U  , (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,38990,Intel Core i5 Processor (13th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD40.64 cm (16 inch) DisplayNA1 Year Onsite Warranty,46,64990,4.655,55,7
Acer,Aspire 7 Intel Core i5 13th Gen 13420H   , (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,63990,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,40,89999,4.177,77,4
DELL,Inspiron 3520 Intel Core i5 12th Gen 1235U   , (8 GB/512 GB SSD/Windows 11 Home) 0IN352010031RINB1M...,43990,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,26,63333,4.2123,123,18
DELL,"Inspiron 15 3520 with Backlit Keyboard, Intel Core i5 12th Gen", (16 GB/512 GB SSD/Window...,49890,"Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home & Student 2021, Microsoft Windows, 15 Months Macafee Antivirus1 Year Onsite Warranty",33,78900,4.1272,272,46
Acer,Swift Go 14 AMD Ryzen 7 Octa Core 7730U  , (16 GB/512 GB SSD/Windows 11 Home) SFG14,46990,AMD Ryzen 7 Octa Core Processor16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty,38,81999,4.42,"2,766",310
HP,14s Intel Core i3 12th Gen 1215U    , (8 GB/512 GB SSD/Windows 11 Home) 14s ,36980,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,31,51265,4.129,29,2
MSI,Cyborg 15 AI PC Intel Core Ultra 7 155H  , (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,113290,Intel Core Ultra 7 Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,38,129990,3.717,17,0
MSI,Cyborg 15 Intel Core i5 12th Gen 12450H   , (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,52990,Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,30,89990,41,"1,420",134
Acer,Aspire 3 Spin 14 Intel Core i3 13th Gen N305 , (8 GB/512 GB SSD/Windows 11 Home) A3SP14,41990,Intel Core i3 Processor (13th Gen)8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen Display1 Year Onsite Warranty,37,55999,4.3138,138,20
MSI,Modern 15 Intel Core i7 12th Gen 1255U   , (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO,45990,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,19,66990,4.86,6,1
Infinix,GT Book Intel Core i5 12th Gen 12450H   , (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,57990,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 inch) DisplayControl Center1 Year Domestic Onsite Warranty On Laptop and 6 Months On Adapter,28,99990,4.324,24,1
MSI,Modern 14 AMD Ryzen 5 Hexa Core 7530U   , (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M,33990,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,27,61990,4.2744,744,70
MSI,Katana 15 Intel Core i7 13th Gen 13620H   , (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,76590,Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,12,154990,4.21,"1,987",129
MSI,Cyborg 15 Intel Core i5 12th Gen 12450H   , (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,63990,Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,41,94990,4.11,"1,792",131
HP,AMD Athlon Dual Core 3050U      , (8 GB/512 GB SSD/Windows 11 Home) 15s,25140,AMD Athlon Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,26,40560,3.9154,154,6
MSI,Thin A15 AMD Ryzen 5 Hexa Core 7535HS   , (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,51990,AMD Ryzen 5 Hexa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,58,72990,3.73,3,0
MSI,Thin 15 Intel Core i5 13th Gen 13420H   , (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,81690,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,50,94990,4.31,"1,194",109
MSI,Thin A15 AMD Ryzen 5 Hexa Core 7535HS   , (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,59990,AMD Ryzen 5 Hexa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,32,78990,4.2252,252,14
Acer,Aspire 3 Intel Core i3 12th Gen    , (8 GB/512 GB SSD/Windows 11 Home) A315,30600,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year International Travelers Warranty (ITW),27,54999,4.211,"11,960",889
ASUS,Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U  , (8 GB/512 GB SSD/Windows 11 Home) E1504FA,37990,AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,27,66990,4.43,"3,044",330
HP,Chromebook Intel Celeron Quad Core N4120     , (4 GB/64 GB EMMC Storage/Chrome OS) 14a,20990,Intel Celeron Quad Core Processor4 GB LPDDR4 RAM64 bit Chrome Operating System35.56 cm (14 Inch) Touchscreen Display1 Year Onsite warranty,27,32279,4.529,29,2
HP,240 G9 Intel Core i3 12th Gen 1215   , (8 GB/512 GB SSD/Windows 11 Home) 240 G9 Laptop,32680,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMS OFFICE1 year Onsite Warrenty,25,58636,4113,113,10
MSI,Sword 16 HX Intel Core i7 14th Gen 14700HX  , (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,134790,Intel Core i7 Processor (14th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display2 Year Onsite Warranty,14,151990,4.31,"1,558",157
MSI,Cyborg 15 AI PC Intel Core Ultra 5 125H  , (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,96990,Intel Core Ultra 5 Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,24,111990,4.533,33,2
Lenovo,LOQ Intel Core i5 13th Gen 13450HX    , (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,77990,Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayOffice Home & Student 20211Yr Warranty and 1 Yr Accidental Damage Protection,30,109010,3.98,8,1
Lenovo,IdeaPad Slim 5 Intel Core i7 13th Gen 13700H  , (16 GB/1 TB SSD/Windows 11 Home) 16IRL8 Laptop,84690,Intel Core i7 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 inch) Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,32,125890,4.655,55,7
Acer,One Intel Core i3 11th Gen 1115G4    , (8 GB/512 GB SSD/Windows 11 Home) AO 14 Z 8,28990,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Warranty,11,43999,4.339,39,2
ASUS,Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U , (8 GB/512 GB SSD/Windows 11 Home) E1504FA,41990,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,13,61990,4.324,24,1
ASUS,"TUF Gaming F15, 90WHrs Battery Intel Core i7 13th Gen 13620H", (16 GB/512 GB SSD/Windows 11 Home/...,100990,Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite warranty,46,121990,4.129,29,2
HP,Pavilion 14 Touchscreen Intel Core i5 12th Gen 1235U  , (16 GB/512 GB SSD/Windows 11 Home) Pavilion ...,61990,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen DisplayOffice Home and Student 20211 Year Warranty,45,77718,3.717,17,0
MSI,Modern 15 Intel Core i5 12th Gen 1235U   , (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO,36990,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,40,54990,4.135,35,3
Acer,ALG Intel Core i5 12th Gen 12450H    , (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,57990,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,28,92999,4.3448,448,58
MSI,Cyborg 15 AI PC Intel Core Ultra 7 155H  , (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,113290,Intel Core Ultra 7 Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,30,129990,4.3101,101,13
MSI,Cyborg 15 Intel Core i5 12th Gen 12450H   , (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,52990,Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,36,89990,4.2711,711,49
ASUS,Vivobook 15 Intel Core i5 13th Gen 1335U   , (8 GB/512 GB SSD/Windows 11 Home) X1504VA,54990,Intel Core i5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,36,74990,4.86,6,1
MSI,Thin A15 AMD Ryzen 5 Hexa Core 7535HS   , (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,59990,AMD Ryzen 5 Hexa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,58,78990,3.73,3,0
MSI,Katana 15 Intel Core i7 13th Gen 13620H   , (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,76590,Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,26,154990,3.923,23,1
