Brand,Product Name,Product Details,Product Price,Product Description,Discount,MRP,Stars,Total Ratings,Total Reviews
MSI,Cyborg 15 Intel Core i5 12th Gen 12450H   , (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,63990,Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,24,94990,4.11,"1,594",204
Acer,Aspire Lite AMD Ryzen 3 Quad Core 5300U   , (8 GB/256 GB SSD/Windows 11 Home) AL15,26990,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,28,44990,4.114,14,2
Acer,Swift Go 14 TouchScreen AI PC Intel Core Ultra 5 125H, (16 GB/512 GB SSD/Windows 11 Home) SFG14,74990,Intel Core Ultra 5 Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Carry-in Warranty,42,92999,4.2746,746,64
Lenovo,IdeaPad Pro 5 2.8K OLED AI PC Intel Core Ultra 9, (32 GB/1 TB SSD/Windows 11 Home) 14IMH9...,106990,Intel Core Ultra 9 Processor32 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD35.56 cm (14 Inch) Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,27,146890,4.474,74,8
Lenovo,V15 Series AMD Athlon Dual Core 7120U    , (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,25990,AMD Athlon Dual Core Processor8 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,12,38000,4.17,7,1
MSI,Thin 15 Intel Core i5 13th Gen 13420H   , (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,81690,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,41,94990,4.1357,357,36
MSI,Sword 16 HX Intel Core i7 14th Gen 14700HX  , (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,134790,Intel Core i7 Processor (14th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display2 Year Onsite Warranty,25,151990,3.98,8,1
DELL,Intel Core i5 13th Gen 1334U     , (16 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and Light Lapt...,52990,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Hardware Service,31,70761,4.655,55,7
Infinix,X3 Slim Intel Intel Core i3 12th Gen 1215U  , (8 GB/512 GB SSD/Windows 11 Home) XL422 Thin and ...,27990,Intel Core i3 Processor (12th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,42,54990,490,90,4
MSI,Cyborg 15 AI PC Intel Core Ultra 5 125H  , (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,96990,Intel Core Ultra 5 Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,45,111990,4.482,820,66
MSI,Thin 15 Intel Core i5 13th Gen 13420H   , (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,56990,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,50,76990,4.129,29,2
HP,Pavilion Intel Core i5 12th Gen 1235U    , (8 GB/512 GB SSD/Windows 11 Home) 14,56990,"Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayHP Documentation, HP BIOS recovery, HP Smart, Microsoft Office Home & Student 20211 Year Onsite Warranty",32,69082,4.86,6,1
HP,255 G8 Silver AMD Ryzen 5 Hexa Core AMD Ryzen 5, (8 GB/256 GB SSD/Windows 11 Home) 255 Busin...,31490,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM32 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayWindows1 year Domestic warranty,38,44771,4.51,"1,680",171
HP,Intel Core Ultra 5 125H      , (16 GB/512 GB SSD/Windows 11 Home) 14,67990,Intel Core Ultra 5 Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,28,81894,3.8102,102,9
Acer,Aspire 3 Intel Core i3 13th Gen 1305U   , (8 GB/512 GB SSD/Windows 11 Home) A324,29989,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty,14,49999,4.32,20,0
MSI,Cyborg 15 AI PC Intel Core Ultra 7 155H  , (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,113290,Intel Core Ultra 7 Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,24,129990,412,12,2
MSI,Cyborg 15 Intel Core i5 12th Gen 12450H   , (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,52990,Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,44,89990,4.324,24,1
DELL,Intel Core i5 13th Gen      , (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050) G...,74990,Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Manufacturer Warranty,43,104052,3.73,3,0
ASUS,TUF Gaming F15 Intel Core i5 12th Gen 12500H  , (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NV...,75990,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,34,87990,3.9154,154,6
MSI,Katana 15 Intel Core i7 13th Gen 13620H   , (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,76590,Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,44,154990,4.35,50,3
MSI,Thin 15 Intel Core i5 13th Gen 13420H   , (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,81690,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,11,94990,4.31,"1,194",109
HP,Pavilion AMD Ryzen 5 Dual Core 5500U    , (8 GB/512 GB SSD/Windows 11 Home) 15,48490,AMD Ryzen 5 Dual Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,13,59899,4.339,39,2
Acer,Aspire 3 Intel Celeron Dual Core N4500    , (8 GB/512 GB SSD/Windows 11 Home) A325,23100,Intel Celeron Dual Core Processor8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,28,30240,4.43,"3,044",330
ASUS,Vivobook Intel Core i7 12th Gen 12700H    , (16 GB/512 GB SSD/Windows 11 Home) X1605ZAC,60990,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,32,85990,3.717,17,0
MSI,Modern 14 H Intel Core i9 13th Gen 13900H  , (16 GB/1 TB SSD/Windows 11 Home) Modern 14 H D13MG,69990,Intel Core i9 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty,34,88990,4.2252,252,14
MSI,Thin A15 AMD Ryzen 5 Hexa Core 7535HS   , (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,59990,AMD Ryzen 5 Hexa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,32,78990,4.331,310,21
MSI,Sword 16 HX Intel Core i7 14th Gen 14700HX  , (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,134790,Intel Core i7 Processor (14th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display2 Year Onsite Warranty,44,151990,4.1946,946,138
HP,240 G9 Intel Core i3 12th Gen 1215   , (8 GB/512 GB SSD/Windows 11 Home) 240 G9 Laptop,32680,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMS OFFICE1 year Onsite Warrenty,34,58636,3.874,74,2
Lenovo,Intel Core i5 13th Gen 1355U     , (16 GB/512 GB SSD/Windows 11 Home) THINKBOOK 16 G6 IRL 5 Thin an...,55990,Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite warranty,38,97200,3.517,17,3
MSI,Cyborg 15 AI PC Intel Core Ultra 5 125H  , (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,96990,Intel Core Ultra 5 Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,44,111990,3.98,8,1
Lenovo,LOQ Intel Core i5 13th Gen 13450HX    , (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,77990,Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayOffice Home & Student 20211Yr Warranty and 1 Yr Accidental Damage Protection,24,109010,4.655,55,7
ASUS,Vivobook 15 Intel Core i5 13th Gen 1335U   , (8 GB/512 GB SSD/Windows 11 Home) X1504VA,54990,Intel Core i5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,17,74990,4.531,31,3
ASUS,Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U , (8 GB/512 GB SSD/Windows 11 Home) E1504FA,41990,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,20,61990,4.1282,282,25
MSI,Cyborg 15 Intel Core i5 12th Gen 12450H   , (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,63990,Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,32,94990,4.4333,333,22
Lenovo,IdeaPad Slim 5 Intel Core i7 13th Gen 13700H  , (16 GB/1 TB SSD/Windows 11 Home) 16IRL8 Laptop,84690,Intel Core i7 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 inch) Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,37,125890,4.2256,256,29
Lenovo,LOQ Intel Core i5 12th Gen 12450HX    , (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,75795,Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1Yr Warranty and 1 Yr Accidental Damage Protection,12,105090,4.129,29,2
Acer,Aspire 3 Backlit AMD Ryzen 5 Hexa Core 7430U  , (8 GB/512 GB SSD/Windows 11 Home) A325,32990,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,41,54990,3.717,17,0
HP,G8 Intel Core i3 11th Gen 12 gen   , (16 GB/512 GB SSD/Windows 11 Pro) 250G8 Business Laptop,33990,Intel Core i3 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS OFFICE1 year Onsite Warrenty,26,74000,41,"1,783",228
Infinix,Y3 Max Series Intel Core i5 12th Gen 1235U  , (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,35990,Intel Core i5 Processor (12th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,24,69990,4.51,"1,680",171
MSI,Cyborg 15 AI PC Intel Core Ultra 7 155H  , (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,113290,Intel Core Ultra 7 Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,50,129990,4.86,6,1
MSI,Cyborg 15 Intel Core i5 12th Gen 12450H   , (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,52990,Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,32,89990,4.324,24,1
MSI,Modern 14 AMD Ryzen 7 Octa Core 7730U   , (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M,44990,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,40,61990,41,"1,092",158
Lenovo,IdeaPad Slim 5 Intel Core i5 12th Gen 12450H  , (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,58680,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,19,72990,4.213,130,9
HP,Victus AI Powered AMD Ryzen 7 Octa Core 7840HS  , (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NV...,79990,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD40.89 cm (16.1 Inch) DisplayMicrosoft Office 2021 t1 Year Onsite Warranty,27,96136,4.58,80,9
Lenovo,IdeaPad Slim 5 AI PC Intel Core Ultra 5 125H , (16 GB/1 TB SSD/Windows 11 Home) 16IMH9 Thin and...,78490,Intel Core Ultra 5 Processor16 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD40.64 cm (16 inch) Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,31,107690,3.73,3,0
MSI,Katana 15 Intel Core i7 13th Gen 13620H   , (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,76590,Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,14,154990,4.365,65,4
MSI,Cyborg 15 Intel Core i5 12th Gen 12450H   , (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,63990,Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,11,94990,3.91,"1,664",127
Infinix,Y1 Plus Neo Intel Celeron Quad Core 11th Gen N5100 , (4 GB/128 GB SSD/Windows 11 Home) XL30 Th...,17990,Intel Celeron Quad Core Processor (11th Gen)4 GB LPDDR4X RAMWindows 11 Operating System128 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,25,29990,4.359,59,7
HP,Pavilion AMD Ryzen 5 Dual Core 5500U    , (8 GB/512 GB SSD/Windows 11 Home) 15,48490,AMD Ryzen 5 Dual Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,49,59899,4.312,120,22
MSI,Thin 15 Intel Core i5 13th Gen 13420H   , (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,81690,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,13,94990,4.2283,283,33
MSI,Thin A15 AMD Ryzen 5 Hexa Core 7535HS   , (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,59990,AMD Ryzen 5 Hexa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,25,78990,4.2603,603,54
Infinix,ZEROBOOK 13 Intel Intel Core i9 13th Gen 13900H  , (32 GB/1 TB SSD/Windows 11 Home) ZL513 Thin ...,64990,Intel Core i9 Processor (13th Gen)32 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,17,149900,4.26,"6,147",524
ASUS,Vivobook 15X Intel Core i5 13th Gen 1315U   , (16 GB/512 GB SSD/Windows 11 Home) K3504VAB,58990,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,29,80990,4.3423,423,43
Infinix,GT Book Intel Core i9 13th Gen 13900H   , (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA G...,109990,Intel Core i9 Processor (13th Gen)32 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD40.64 cm (16 inch) DisplayControl Center1 Year Domestic Onsite Warranty On Laptop and 6 Months On Adapter,16,149990,4.2123,123,18
Apple,Apple M4         , (16 GB/512 GB SSD/macOS Sequoia) MW2U3HN/A,169900,"Apple M4 Processor16 GB Unified Memory RAMMac OS Operating System512 GB SSD35.56 cm (14 Inch) DisplayBuilt-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather1 Year Limited Warranty",40,151990,4.42,"2,766",310
MSI,Sword 16 HX Intel Core i7 14th Gen 14700HX  , (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,134790,Intel Core i7 Processor (14th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display2 Year Onsite Warranty,19,111990,4.4694,694,112
MSI,Cyborg 15 AI PC Intel Core Ultra 5 125H  , (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,96990,Intel Core Ultra 5 Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,26,80962,4.4312,312,25
DELL,Inspiron Intel Core i5 12th Gen Core i5   , (8 GB/512 GB SSD/Windows 11 Home) 3520 Laptop,46990,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home & Student 20211 Year Onsite Warranty,17,27063,4.2487,487,40
HP,255 G9 AMD Athlon Dual Core AMD Athlon Silver  ,3050U ,22850,AMD Athlon Dual Core Processor4 GB DDR4 RAMDOS Operating System256 GB SSD39.62 cm (15.6 inch) DisplayDOS1 year warranty,20,47990,457,57,4
MSI,Modern 14 Intel Core i3 12th Gen 1215U   , (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO Busines...,29990,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Warranty Term,49,54990,4.541,410,40
Infinix,Y3 Max Series Intel Core i3 12th Gen 1215U  , (16 GB/256 GB SSD/Windows 11 Home) YL613 Thin and...,27990,Intel Core i3 Processor (12th Gen)16 GB LPDDR4X RAMWindows 11 Operating System256 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,12,68790,4104,104,10
Lenovo,IdeaPad Slim 3 Intel Core i5 12th Gen 12450H  , (8 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin an...,51590,Intel Core i5 Processor (12th Gen)8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Yr. Onsite,41,76390,3.275,75,13
Lenovo,IdeaPad Slim 3 AMD Ryzen 7 Octa Core 5700U  , (16 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and...,43189,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Yr. Onsite + 1 Yr. Accidental Damage Protection,27,56260,4.135,35,3
HP,15s Intel Core i3 12th Gen 1215U    , (8 GB/512 GB SSD/Windows 11 Home) 15s,37990,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD100.58 cm (39.6 cm) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty,13,75990,4.335,35,1
MSI,Thin 15 Intel Core i5 12th Gen 12450H   , (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,57990,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,50,66990,4.42,"2,104",232
MSI,Modern 15 Intel Core i7 12th Gen 1255U   , (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO,45990,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,14,61990,4.33,"3,102",233
MSI,Modern 14 AMD Ryzen 5 Hexa Core 7530U   , (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M,33990,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,19,83990,4.84,4,1
ASUS,ROG Ally AMD Ryzen Z1 Octa Core Extreme   , (16 GB/512 GB SSD/Windows 11 Home) RC71L,45840,AMD Ryzen Z1 Octa Core Processor16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD17.78 cm (7 Inch) Touchscreen Display3 months Xbox Game Pass Ultimate Subscription Included1 Year Onsite Warranty,23,49190,4.324,24,1
Lenovo,IdeaPad 3 Intel Core i3 12th Gen 1215U   , (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Ligh...,35990,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Yr Onsite,29,75990,4.2371,371,58
