Brand,Product Name,Product Details,Product Price,Product Description,Discount,MRP,Stars,Total Ratings,Total Reviews
ASUS,TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS  , (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,62990,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,21,58990,4.97,7,1
MSI,Modern 14 Intel Core i3 13th Gen 1315U   , (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M,31990,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty,24,118169,4.3174,174,17
HP,OMEN Intel Core i5 13th Gen 13420H    , (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce...,84990,Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty,11,89990,4.227,27,3
ASUS,Expertbook Intel Core i7 12th Gen 1255U    , (16 GB/512 GB SSD/Windows 11 Home) B1402CBA,54990,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,44,43990,4.24,"4,423",362
ASUS,VivoBook 15 -2021 Intel Core i3 10th Gen 1005G1  , (8 GB/1 TB HDD/Windows 11 Home) X515JA,33990,Intel Core i3 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,42,44990,3.855,55,5
Acer,Aspire Lite AMD Ryzen 3 Quad Core 5300U   , (8 GB/256 GB SSD/Windows 11 Home) AL15,26990,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,13,68223,4.1275,275,46
HP,Intel Core i5 12th Gen 1235U     , (8 GB/1 TB SSD/Windows 11 Home) 15s,49990,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite warranty,28,78990,3.5295,295,44
ASUS,VivoBook K15 OLED AMD Ryzen 5 Hexa Core AMD R5 ,5500U ,43990,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty,26,52055,3.91,"1,301",104
HP,AMD Ryzen 5 Hexa Core 5500U     , (16 GB/512 GB SSD/Windows 11 Home) 15s,43990,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite warranty,32,79990,3.98,8,1
ASUS,AMD Ryzen 5 Quad Core      , (16 GB/512 GB SSD/Windows 11 Home) E1504FA,50990,AMD Ryzen 5 Quad Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Manufacturer Warranty,32,78990,4.655,55,7
MSI,Thin A15 AMD Ryzen 5 Hexa Core 7535HS   , (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,59990,AMD Ryzen 5 Hexa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,32,59990,4.88,8,0
Infinix,Y4 Max Series Intel Core i3 13th Gen 1315U  , (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,32990,Intel Core i3 Processor (13th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD40.64 cm (16 inch) DisplayNA1 Year Onsite Warranty,27,93000,4.3131,131,17
Lenovo,Thinkpad E14 G5 Intel Core i5 13th Gen 1335U with 3, (16 GB/512 GB SSD/Windows 1...,67900,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMS OFFICE3 year Onsite Warranty,40,44000,4.33,"3,539",261
Acer,Aspire 3 Backlit Intel Core i3 12th Gen 1215U  , (8 GB/512 GB SSD/Windows 11 Home) A324,30990,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Domestic Warranty,54,122990,4.26,"6,793",601
ASUS,"Vivobook S 15 OLED Powered, Intel EVO H Series, AI PC", (16 GB/1 TB SSD/W...,111990,Intel Core Ultra 7 Processor16 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty,48,39995,4.129,29,2
HP,15s AMD Ryzen 3 Dual Core 3250U    , (8 GB/512 GB SSD/Windows 11 Home) 15s,33120,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,13,69210,3.717,17,0
DELL,Vostro 3420 Business Laptop Intel Core i5 11th Gen  , (8 GB/512 GB SSD/Windows 11 Home) 3420 Busin...,53999,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Warranty,21,44990,4.213,130,9
CHUWI,Intel Celeron Quad Core 12th Gen N100    , (8 GB/256 GB SSD/Windows 11 Home) GemiBook Plus Laptop,21990,"Intel Celeron Quad Core Processor (12th Gen)8 GB LPDDR5 RAM64 bit Windows 11 Home Operating System256 GB SSD39.62 cm (15.6 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty",44,24990,4.1192,192,15
Ultimus,PRO Intel Celeron Dual Core N4020C     , (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U5INC43BN,11990,Intel Celeron Dual Core Processor4 GB DDR4 RAM64 bit Windows 11 Operating System35.56 cm (14 Inch) DisplayPre loaded windows APP1 Year Onsite warranty,26,29990,4.86,6,1
Acer,Aspire Intel Celeron Dual Core N4500     , (8 GB/512 GB SSD/Windows 11 Home) A325,22990,Intel Celeron Dual Core Processor8 GB LPDDR4X RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year International Travelers Warranty (ITW),42,129990,4.324,24,1
MSI,Cyborg 15 AI PC Intel Core Ultra 7 155H  , (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,113290,Intel Core Ultra 7 Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,12,89990,4.2256,256,29
MSI,Cyborg 15 Intel Core i5 12th Gen 12450H   , (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,52990,Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,41,90990,4.2114,114,7
ASUS,Vivobook Intel Core i7 13th Gen 13700H    , (16 GB/512 GB SSD/Windows 11 Home) X1605VA,72990,Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty,27,54990,3.954,54,1
Infinix,Y4 Max Series Intel Core i3 13th Gen 1315U  , (8 GB/512 GB SSD/Windows 11 Home) YL613 Thin and ...,29989,Intel Core i3 Processor (13th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD40.64 cm (16 inch) DisplayNA1 Year Onsite Warranty,19,49990,3.714,14,1
ASUS,Vivobook 14 Intel Core i3 11th Gen 1115G4   , (8 GB/512 GB SSD/Windows 11 Home) X415EA,31989,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty,16,55490,3.73,3,0
Lenovo,IdeaPad Slim 3 Intel Core i3 11th Gen 1115G4  , (8 GB/512 GB SSD/Windows 11 Home) Ideapad 3 15IT...,33990,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayOffice Home and Student 20211 Yr. Onsite + 1 Yr. Accidental Damage Protection,27,154990,4.312,120,22
MSI,Katana 15 Intel Core i7 13th Gen 13620H   , (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,76590,Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,50,94990,4.54,4,0
MSI,Cyborg 15 Intel Core i5 12th Gen 12450H   , (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,63990,Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,32,80990,4.4143,143,17
ASUS,Vivobook 15X Intel Core i5 13th Gen 1315U   , (16 GB/512 GB SSD/Windows 11 Home) K3504VAB,58990,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,40,44990,4.25,"5,393",292
Acer,Aspire Lite AMD Ryzen 3 Quad Core 5300U   , (8 GB/512 GB SSD/Windows 11 Home) AL15,27990,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,19,94990,4.84,4,0
MSI,Thin 15 Intel Core i5 13th Gen 13420H   , (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,81690,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,14,78990,4.1185,185,16
MSI,Thin A15 AMD Ryzen 5 Hexa Core 7535HS   , (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,59990,AMD Ryzen 5 Hexa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,24,107690,3.65,5,0
Lenovo,IdeaPad Slim 5 AI PC Intel Core Ultra 5 125H , (16 GB/1 TB SSD/Windows 11 Home) 16IMH9 Thin and...,78490,Intel Core Ultra 5 Processor16 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD40.64 cm (16 inch) Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,56,73920,4.1272,272,46
HP,Intel Core i5 13th Gen 1334U     , (16 GB/512 GB SSD/Windows 11 Home) 15,56990,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty,27,78533,3.98,8,1
DELL,core i5 Intel Core i5 12th Gen    , (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 / D560871WIN9B L...,45890,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS OFFICE1 Year Onsite Warranty,26,84233,4.655,55,7
DELL,Inspiron 5430 Intel Core i5 13th Gen    , (8 GB/512 GB SSD/Windows 11 Home) IN5430YXVW9M01ORS1 Lapto...,54890,Intel Core i5 Processor (13th Gen)8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1-year manufacturing warranty,11,151990,3.517,17,3
MSI,Sword 16 HX Intel Core i7 14th Gen 14700HX  , (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,134790,Intel Core i7 Processor (14th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display2 Year Onsite Warranty,13,111990,4.129,29,2
MSI,Cyborg 15 AI PC Intel Core Ultra 5 125H  , (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,96990,Intel Core Ultra 5 Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,41,44990,3.717,17,0
Infinix,Y3 Max Series Intel Core i3 12th Gen 1215U  , (8 GB/256 GB SSD/Windows 11 Home) YL613 Thin and ...,25990,Intel Core i3 Processor (12th Gen)8 GB LPDDR4X RAMWindows 11 Operating System256 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,15,113017,4.4136,136,8
HP,Victus Intel Core i7 13th Gen 13620H    , (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,95990,Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11 Microsoft Office Home & Student Edition 20211 Year Carry-in Warranty,37,123652,4.42,"2,223",173
HP,Omen AMD Ryzen 7 Octa Core 7840HS    , (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,103490,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty,49,70990,4351,351,32
ASUS,Vivobook 15 Intel Core i5 12th Gen 1235U   , (8 GB/512 GB SSD/Windows 11 Home) X1502ZA,47990,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,25,72990,4.86,6,1
ASUS,Vivobook 16 Intel Core i5 12th Gen 12500H   , (16 GB/512 GB SSD/Windows 11 Home) X1605ZAC,55506,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,43,49189,4.324,24,1
DELL,Vostro Intel Core i3 12th Gen 1215U    , (8 GB/512 GB SSD/Windows 11 Home) Vostro 3520 Thin and Ligh...,33990,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home & Student 20211 Year Onsite Hardware Service,56,24990,4.3468,468,22
Ultimus,Pro Intel Dual Core N4020      , (4 GB/128 GB SSD/Windows 11 Home) NU14U3CNC43BN,12990,Intel Dual Core Processor4 GB DDR4 RAM64 bit Windows 11 Home Operating System128 GB SSD35.81 cm (14.1 inch) DisplayPre loaded windows APP1 Year Manufacturing Warranty,49,99990,41,"1,067",67
Infinix,GT Book Intel Core i5 12th Gen 12450H   , (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,57990,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 inch) DisplayControl Center1 Year Domestic Onsite Warranty On Laptop and 6 Months On Adapter,27,129990,3.73,3,0
MSI,Cyborg 15 AI PC Intel Core Ultra 7 155H  , (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,113290,Intel Core Ultra 7 Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,50,89990,4558,558,48
MSI,Cyborg 15 Intel Core i5 12th Gen 12450H   , (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,52990,Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,12,75794,4.3131,131,17
HP,Pavilion 15 AMD Ryzen 7 Octa Core 7730U   , (16 GB/512 GB SSD/Windows 11 Home) 15,67490,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,32,69990,4.4333,333,22
Infinix,Y3 Max Series Intel Core i5 12th Gen 1235U  , (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,35990,Intel Core i5 Processor (12th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,23,154990,4.1184,184,17
MSI,Katana 15 Intel Core i7 13th Gen 13620H   , (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,76590,Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,31,94990,4594,594,62
MSI,Cyborg 15 Intel Core i5 12th Gen 12450H   , (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,63990,Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,45,67264,4.663,63,16
HP,Intel Core i5 12th Gen 1235U     , (8 GB/512 GB SSD/Windows 11 Home) 15s,47390,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,45,74990,4.541,41,6
ASUS,Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U , (8 GB/512 GB SSD/Windows 11 Home) E1504FA,46990,AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,26,78999,4.312,120,22
ZEBRONICS,Pro Series Z Intel Core i7 12th Gen 1255U  , (16 GB/512 GB SSD/Windows 11 Home) ZEB,40990,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,17,113990,3.91,"1,664",127
ASUS,TUF Gaming A16 Advantage Edition AMD Ryzen 7 Octa Core 7435HS, (16 GB/512 GB SSD/Windows 11 Home...,94990,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 inch) Display1 Year Onsite Warranty,45,94990,4.717,,
MSI,Thin 15 Intel Core i5 13th Gen 13420H   , (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,81690,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,28,78990,4113,113,10
MSI,Thin A15 AMD Ryzen 5 Hexa Core 7535HS   , (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,59990,AMD Ryzen 5 Hexa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,38,86050,4.1478,478,32
HP,Victus Intel Core i5 12th Gen 12450H    , (16 GB/512 GB SSD/Windows 11 Pro/4 GB Graphics/NVIDIA GeForc...,65990,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,22,36990,4.2123,123,18
ASUS,Vivobook Go 14 Intel Celeron Dual Core N4500   , (8 GB/256 GB SSD/Windows 11 Home) E410KA,24990,Intel Celeron Dual Core Processor8 GB DDR4 RAMWindows 11 Operating System256 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty,40,151990,437,37,1
MSI,Sword 16 HX Intel Core i7 14th Gen 14700HX  , (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,134790,Intel Core i7 Processor (14th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display2 Year Onsite Warranty,26,111990,4.22,20,1
MSI,Cyborg 15 AI PC Intel Core Ultra 5 125H  , (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,96990,Intel Core Ultra 5 Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,44,60999,4.167,67,2
Acer,Aspire Lite AMD Ryzen 5 Hexa Core 5625U   , (16 GB/1 TB SSD/Windows 11 Home) AL15,37990,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,15,54990,4.3194,194,19
Infinix,Y4 Max Series Intel Core i3 13th Gen 1315U  , (8 GB/512 GB SSD/Windows 11 Home) YL613 Thin and ...,29989,Intel Core i3 Processor (13th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD40.64 cm (16 inch) DisplayNA1 Year Onsite Warranty,36,96136,4.1557,557,46
HP,Victus AI Powered AMD Ryzen 7 Octa Core 7840HS  , (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NV...,79990,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD40.89 cm (16.1 Inch) DisplayMicrosoft Office 2021 t1 Year Onsite Warranty,24,52273,4.1146,146,7
HP,15s Intel Core i3 13th Gen 1315U    , (8 GB/512 GB SSD/Windows 11 Home) 15,40490,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,45,39999,3.819,19,2
Acer,One 14 AMD Ryzen 3 Dual Core 3250U   , (8 GB/512 GB SSD/Windows 11 Home) Z2,23990,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty,26,99999,3.84,4,0
Colorful,Evol P15 Intel Core i5 12th Gen 12500H   , (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVID...,67990,Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,29,116999,4.1442,442,22
MICROSOFT,Surface Pro (11th Edition) AI PC Qualcomm Snapdragon X Plus , (16 GB/256 GB SSD/Windows 11 H...,113990,Qualcomm Snapdragon X Plus Processor16 GB LPDDR5X RAMWindows 11 Operating System256 GB SSD33.02 cm (13 Inch) Touchscreen Display1 Year Onsite Warranty,8,93590,3.7148,148,9
Lenovo,IdeaPad Slim 5 AMD Ryzen 7 Octa Core 7730U  , (16 GB/512 GB SSD/Windows 11 Home) 14ABR8 Thin and...,67990,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,17,54990,4.372,72,9
Infinix,Y3 Max Series Intel Core i3 12th Gen 1215U  , (16 GB/256 GB SSD/Windows 11 Home) YL613 Thin and...,27990,Intel Core i3 Processor (12th Gen)16 GB LPDDR4X RAMWindows 11 Operating System256 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,21,27063,4.3151,151,22
HP,255 G9 AMD Athlon Dual Core AMD Athlon Silver  ,3050U ,22850,AMD Athlon Dual Core Processor4 GB DDR4 RAMDOS Operating System256 GB SSD39.62 cm (15.6 inch) DisplayDOS1 year warranty,51,89900,4.1215,215,27
